custid,flag,t-5,t-4,t-3,t-2,t-1,t,t+1,t+2,t+3,t+4,t+5,t+6,t+7,t+8,t+9,t+10
12747,C,138,259,46,147.6666667,150.8888889,114.8518519,137.8024691,134.5144033,129.0562414,133.791038,132.4538942,131.7670579,132.6706633,132.2972051,132.2449755,132.4042813
11664,C,453,206,387,348.6666667,313.8888889,349.8518519,337.4691358,333.7366255,340.3525377,337.1860997,337.0917543,338.2101306,337.4959949,337.5992932,337.7684729,337.6212537
14293,C,95,464,132,230.3333333,275.4444444,212.5925926,239.4567901,242.4979424,231.515775,237.8235025,237.2790733,235.5394503,236.8806754,236.5663997,236.3288418,236.5919723
14266,C,141,436,57,211.3333333,234.7777778,167.7037037,204.6049383,202.3621399,191.5569273,199.5080018,197.809023,196.2913174,197.8694474,197.3232626,197.1613425,197.4513508
11660,C,293,177,299,256.3333333,244.1111111,266.4814815,255.6419753,255.4115226,259.1783265,256.7439415,257.1112635,257.6778438,257.1776829,257.3222634,257.3925967,257.2975144
11396,C,193,287,87,189,187.6666667,154.5555556,177.0740741,173.0987654,168.2427984,172.8052126,171.3822588,170.8100899,171.6658538,171.2860675,171.2540037,171.401975
13696,C,34,56,414,168,212.6666667,264.8888889,215.1851852,230.9135802,236.9958848,227.6982167,231.8692273,232.1877763,230.5850734,231.547359,231.4400695,231.190834
12684,C,333,131,411,291.6666667,277.8888889,326.8518519,298.8024691,301.18107,308.9451303,302.9762231,304.3674745,305.4296093,304.257769,304.6849509,304.7907764,304.5778321
13653,C,204,473,299,325.3333333,365.7777778,330.037037,340.382716,345.399177,338.60631,341.4627343,341.8227404,340.6305949,341.3053566,341.2528973,341.0629496,341.2070678
13595,C,206,22,138,122,94,118,111.3333333,107.7777778,112.3703704,110.4938272,110.2139918,111.0260631,110.5779607,110.6060052,110.7366763,110.6402141
12484,C,213,388,157,252.6666667,265.8888889,225.1851852,247.9135802,246.3292181,239.8093278,244.6840421,243.6075293,242.7002998,243.6639571,243.3239287,243.2293952,243.4057603
14597,C,58,342,351,250.3333333,314.4444444,305.2592593,290.0123457,303.2386831,299.5034294,297.5848194,300.1089773,299.065742,298.9198462,299.3648552,299.1168145,299.1338386
14200,C,436,68,281,261.6666667,203.5555556,248.7407407,237.9876543,230.0946502,238.9410151,235.6744399,234.9033684,236.5062745,235.6946942,235.7014457,235.9674715,235.7878705
13844,C,32,145,435,204,261.3333333,300.1111111,255.1481481,272.1975309,275.81893,267.7215364,271.9126658,271.8177107,270.4839709,271.4047825,271.235488,271.0414138
11481,C,203,387,146,245.3333333,259.4444444,216.9259259,240.5679012,238.9794239,232.1577503,237.2350251,236.1240665,235.1722806,236.1771241,235.8244904,235.7246317,235.9087487
14086,C,44,400,130,191.3333333,240.4444444,187.2592593,206.345679,211.3497942,201.6515775,206.4490169,206.4834629,204.8613524,205.9312774,205.7586976,205.5171091,205.7356947
11072,C,395,14,437,282,244.3333333,321.1111111,282.4814815,282.6419753,295.4115226,286.8449931,288.299497,290.1853376,288.4432759,288.9760369,289.2015501,288.873621
12306,C,228,331,259,272.6666667,287.5555556,273.0740741,277.7654321,279.4650206,276.7681756,277.9995428,278.0775796,277.6150993,277.8974072,277.8633621,277.7919562,277.8509085
11891,C,205,233,483,307,341,377,341.6666667,353.2222222,357.2962963,350.7283951,353.7489712,353.9245542,352.8006401,353.4913885,353.4055276,353.2325188
12749,C,26,379,298,234.3333333,303.7777778,278.7037037,272.2716049,284.9176955,278.6310014,278.6067673,280.718488,279.3187522,279.5480025,279.8617476,279.5761674,279.6619725
11350,C,138,464,298,300,354,317.3333333,323.7777778,331.7037037,324.2716049,326.5843621,327.5198903,326.1252858,326.7431794,326.7961185,326.5548612,326.698053
11891,C,83,238,238,186.3333333,220.7777778,215.037037,207.382716,214.399177,212.2729767,211.3516232,212.6745923,212.0997307,212.0419821,212.2721017,212.1379382,212.150674
13120,C,195,491,169,285,315,256.3333333,285.4444444,285.5925926,275.7901235,282.2757202,281.2194787,279.7617741,281.0856577,280.6889702,280.512134,280.7622539
14976,C,460,171,490,373.6666667,344.8888889,402.8518519,373.8024691,373.8477366,383.5006859,377.0502972,378.1329066,379.5612966,378.2481668,378.6474566,378.8189733,378.5715322
13699,C,394,333,55,260.6666667,216.2222222,177.2962963,218.0617284,203.8600823,199.739369,207.2203932,203.6066148,203.5221257,204.7830446,203.970595,204.0919218,204.2818538
12346,C,269,193,376,279.3333333,282.7777778,312.7037037,291.6049383,295.6954733,300.0013717,295.7672611,297.154702,297.6411116,296.8543582,297.216724,297.2373979,297.1028267
14905,C,342,167,156,221.6666667,181.5555556,186.4074074,196.5432099,188.1687243,190.3731139,191.695016,190.0789514,190.7156937,190.829887,190.5415107,190.6956972,190.6890316
11055,C,214,488,401,367.6666667,418.8888889,395.8518519,394.1358025,402.9588477,397.648834,398.2478281,399.6185033,398.5050551,398.7904622,398.9713402,398.7556192,398.8391405
11820,C,326,367,188,293.6666667,282.8888889,254.8518519,277.1358025,271.6255144,267.8710562,272.210791,270.5691206,270.2169893,270.998967,270.5950256,270.6036606,270.7325511
11516,C,66,410,76,184,223.3333333,161.1111111,189.4814815,191.308642,180.6337449,187.1412894,186.3612254,184.7120866,186.0715338,185.7149486,185.499523,185.7620018
14387,C,361,196,315,290.6666667,267.2222222,290.962963,282.9506173,280.3786008,284.7640604,282.6977595,282.6134736,283.3584311,282.8898881,282.9539309,283.0674167,282.9704119
12140,C,275,44,127,148.6666667,106.5555556,127.4074074,127.5432099,120.5020576,125.1508916,124.3987197,123.3505563,124.3000559,124.016444,123.8890187,124.0685062,123.991323
14173,C,73,271,398,247.3333333,305.4444444,316.9259259,289.9012346,304.090535,303.6392318,299.2103338,302.3133669,301.7209775,301.0815594,301.7053012,301.5026127,301.4298244
12941,C,361,19,469,283,257,336.3333333,292.1111111,295.1481481,307.8641975,298.3744856,300.4622771,302.2336534,300.3568054,301.0175786,301.2026791,300.859021
11895,C,117,147,147,137,143.6666667,142.5555556,141.0740741,142.4320988,142.0205761,141.8422497,142.0983082,141.9870447,141.9758675,142.0204068,141.9944396,141.9969046
14624,C,249,404,160,271,278.3333333,236.4444444,261.9259259,258.9012346,252.4238683,257.7503429,256.3584819,255.5108977,256.5399075,256.1364291,256.0624114,256.2462493
11943,C,290,401,302,331,344.6666667,325.8888889,333.8518519,334.8024691,331.5144033,333.3895748,333.2354824,332.7131535,333.1127369,333.0204576,332.9487826,333.0273257
14251,C,78,186,37,100.3333333,107.7777778,81.7037037,96.60493827,95.36213992,91.22359396,94.39689072,93.66087487,93.09378652,93.71718403,93.49061514,93.4338619,93.54722036
14928,C,329,329,183,280.3333333,264.1111111,242.4814815,262.308642,256.3004115,253.696845,257.4352995,255.810852,255.6476655,256.297939,255.9188188,255.9548078,256.0571885
12347,C,29,430,177,212,273,220.6666667,235.2222222,242.962963,232.9506173,237.0452675,237.6529492,235.8829447,236.8603871,236.7987604,236.5140307,236.7243927
11872,C,193,290,268,250.3333333,269.4444444,262.5925926,260.7901235,264.2757202,262.5528121,262.5395519,263.1226947,262.7383529,262.8001998,262.8870825,262.8085451,262.8319425
13423,C,263,239,254,252,248.3333333,251.4444444,250.5925926,250.1234568,250.7201646,250.478738,250.4407865,250.546563,250.4886958,250.4920151,250.5090913,250.4966008
14867,C,119,202,440,253.6666667,298.5555556,330.7407407,294.3209877,307.872428,310.9780521,304.3904893,307.7469898,307.7051771,306.6142187,307.3554618,307.2249525,307.0648777
11714,C,353,291,368,337.3333333,332.1111111,345.8148148,338.4197531,338.781893,341.005487,339.4023777,339.7299192,340.045928,339.726075,339.833974,339.868659,339.8095693
13723,C,288,431,406,375,404,395,391.3333333,396.7777778,394.3703704,394.1604938,395.1028807,394.5445816,394.602652,394.7500381,394.6324239,394.6617047
14078,C,451,199,344,331.3333333,291.4444444,322.2592593,315.0123457,309.5720165,315.6145405,313.3996342,312.8620637,313.9587461,313.4068147,313.4092082,313.5915897,313.4692042
12872,C,486,96,443,341.6666667,293.5555556,359.4074074,331.5432099,328.1687243,339.7064472,333.1394604,333.671544,335.5058172,334.1056072,334.4276561,334.6796935,334.4043189
14155,C,237,293,307,279,293,293,288.3333333,291.4444444,290.9259259,290.2345679,290.8683128,290.6762689,290.5930498,290.7125438,290.6606208,290.6554048
12538,C,267,162,191,206.6666667,186.5555556,194.7407407,195.9876543,192.4279835,194.3854595,194.2670325,193.6934918,194.1153279,194.0252841,193.9447013,194.0284378,193.9994744
11862,C,42,91,150,94.33333333,111.7777778,118.7037037,108.2716049,112.9176955,113.297668,111.4956561,112.5703399,112.4545547,112.1735169,112.3994705,112.342514,112.3051671
11879,C,353,368,29,250,215.6666667,164.8888889,210.1851852,196.9135802,190.6625514,199.2537723,195.609968,195.1754306,196.6797236,195.8217074,195.8922872,196.1312394
13376,C,159,356,479,331.3333333,388.7777778,399.7037037,373.2716049,387.2510288,386.7421125,382.4215821,385.4715745,384.878423,384.2571932,384.8690635,384.6682266,384.5981611
11001,C,80,23,135,79.33333333,79.11111111,97.81481481,85.41975309,87.44855967,90.22770919,87.69867398,88.45831428,88.79489915,88.31729581,88.52350308,88.54523268,88.46201052
13199,C,200,312,68,193.3333333,191.1111111,150.8148148,178.4197531,173.4485597,167.5610425,173.1431184,171.3842402,170.6961337,171.7411641,171.273846,171.237048,171.4173527
14375,C,108,420,89,205.6666667,238.2222222,177.6296296,207.1728395,207.6748971,197.4924554,204.1133973,203.0935833,201.5664787,202.9244864,202.5281828,202.339716,202.5974617
14395,C,463,123,167,251,180.3333333,199.4444444,210.2592593,196.6790123,202.127572,203.0219479,200.6095107,201.9196769,201.8503785,201.4598554,201.7433036,201.6845125
11945,C,456,228,214,299.3333333,247.1111111,253.4814815,266.6419753,255.744856,258.6227709,260.3365341,258.2347203,259.0646751,259.2119765,258.837124,259.0379252,259.0290086
13082,C,310,383,427,373.3333333,394.4444444,398.2592593,388.6790123,393.7942387,393.5775034,392.0169182,393.1295534,392.9079917,392.6848211,392.9074554,392.8334227,392.8085664
12257,C,190,368,484,347.3333333,399.7777778,410.3703704,385.8271605,398.6584362,398.2853224,394.256973,397.0669105,396.536402,395.9534285,396.5189137,396.3362481,396.2695301
11310,C,16,55,111,60.66666667,75.55555556,82.40740741,72.87654321,76.94650206,77.41015089,75.74439872,76.70035056,76.61830006,76.35434978,76.5576668,76.51010554,76.47404071
11852,C,108,197,77,127.3333333,133.7777778,112.7037037,124.6049383,123.6954733,120.3347051,122.8783722,122.3028502,121.8386425,122.339955,122.1604825,122.1130267,122.204488
12796,C,462,24,132,206,120.6666667,152.8888889,159.8518519,144.4691358,152.4032922,152.2414266,149.7046182,151.449779,151.1319413,150.7621128,151.114611,151.0028884
11310,C,463,172,418,351,313.6666667,360.8888889,341.8518519,338.8024691,347.18107,342.611797,342.865112,344.2193263,343.2320784,343.4388389,343.6300812,343.4336662
11701,C,42,225,43,103.3333333,123.7777778,90.03703704,105.7160494,106.5102881,100.7544582,104.3269319,103.8638927,102.9817609,103.7241952,103.5232829,103.4097463,103.5524081
12283,C,58,414,200,224,279.3333333,234.4444444,245.9259259,253.2345679,244.5349794,247.8984911,248.5560128,246.9964944,247.8169994,247.7898356,247.5344431,247.7137594
12886,C,218,110,442,256.6666667,269.5555556,322.7407407,282.9876543,291.7613169,299.1632373,291.3040695,294.0762079,294.8478382,293.4093719,294.1111393,294.1227831,293.8810981
12529,C,342,445,42,276.3333333,254.4444444,190.9259259,240.5679012,228.6460905,220.0466392,229.7535437,226.1487578,225.3163136,227.0728717,226.1793144,226.1894999,226.480562
11548,C,75,347,354,258.6666667,319.8888889,310.8518519,296.4691358,309.0699588,305.4636488,303.6675812,306.0670629,305.0660976,304.9335806,305.3555804,305.1184195,305.1358602
13621,C,256,307,128,230.3333333,221.7777778,193.3703704,215.1604938,210.1028807,206.2112483,210.4915409,208.9352233,208.5460042,209.3242561,208.9351612,208.9351405,209.0648526
14049,C,456,97,323,292,237.3333333,284.1111111,271.1481481,264.1975309,273.1522634,269.4993141,268.9497028,270.5337601,269.6609257,269.7147962,269.9698273,269.7818497
11020,C,403,193,450,348.6666667,330.5555556,376.4074074,351.8765432,352.9465021,360.4101509,355.0777321,356.144795,357.2108926,356.1444732,356.5000536,356.6184732,356.421
11372,C,19,23,14,18.66666667,18.55555556,17.07407407,18.09876543,17.90946502,17.69410151,17.90077732,17.83478128,17.8098867,17.84848177,17.83104992,17.82980613,17.83644594
12328,C,287,431,167,295,297.6666667,253.2222222,281.962963,277.617284,270.9341564,276.8381344,275.1298583,274.3007164,275.422903,274.9511592,274.8915929,275.0885517
14287,C,87,151,132,123.3333333,135.4444444,130.2592593,129.6790123,131.7942387,130.5775034,130.6835848,131.0184423,130.7598435,130.8206235,130.8663031,130.8155901,130.8341722
13090,C,152,74,51,92.33333333,72.44444444,71.92592593,78.90123457,74.42386831,75.08367627,76.13625972,75.21460143,75.47817914,75.6096801,75.43415356,75.5073376,75.51705708
14112,C,56,408,311,258.3333333,325.7777778,298.3703704,294.1604938,306.1028807,299.5445816,299.9359854,301.8611492,300.4472387,300.7481244,301.0188375,300.7380669,300.8350096
13040,C,435,225,429,363,339,377,359.6666667,358.5555556,365.0740741,361.0987654,361.5761317,362.5829904,361.7526292,361.9705838,362.1020678,361.9417602
14585,C,48,323,285,218.6666667,275.5555556,259.7407407,251.3209877,262.2057613,257.7558299,257.094193,259.0185947,257.9562059,258.0229978,258.3325995,258.1039344,258.1531772
13811,C,345,153,365,287.6666667,268.5555556,307.0740741,287.7654321,287.7983539,294.21262,289.9254687,290.6454809,291.5945232,290.7218242,290.9872761,291.1012078,290.9367694
13595,C,381,228,117,242,195.6666667,184.8888889,207.5185185,196.0246914,196.1440329,199.8957476,197.354824,197.7982015,198.349591,197.8342055,197.9939993,198.0592653
12910,C,489,399,107,331.6666667,279.2222222,239.2962963,283.3950617,267.3045267,263.3319616,271.34385,267.3267795,267.334197,268.6682755,267.7764173,267.9262966,268.1236631
11690,C,93,374,490,319,394.3333333,401.1111111,371.4814815,388.9753086,387.1893004,382.5486968,386.2377686,385.3252553,384.7039069,385.4223103,385.1504908,385.092236
12777,C,261,429,72,254,251.6666667,192.5555556,232.7407407,225.654321,216.9835391,225.1262003,222.5880201,221.5659198,223.0933801,222.4157733,222.3583577,222.6225037
13637,C,458,398,132,329.3333333,286.4444444,249.2592593,288.345679,274.6831276,270.7626886,277.9304984,274.4587715,274.3839862,275.5910854,274.811281,274.9287842,275.1103835
13326,C,127,35,272,144.6666667,150.5555556,189.0740741,161.4320988,167.0205761,172.5089163,166.9871971,168.8388965,169.4450033,168.423699,168.9025329,168.9237451,168.7499923
13882,C,493,316,259,356,310.3333333,308.4444444,324.9259259,314.5679012,315.9794239,318.4910837,316.3461363,316.9388813,317.2587004,316.847906,317.0151625,317.0405896
14500,C,297,132,383,270.6666667,261.8888889,305.1851852,279.2469136,282.1069959,288.8463649,283.4000914,284.7844841,285.6769801,284.6205186,285.0273276,285.1082754,284.9187072
12588,C,401,176,220,265.6666667,220.5555556,235.4074074,240.5432099,232.1687243,236.0397805,236.2505716,234.8196921,235.7033481,235.5912039,235.3714147,235.5553222,235.5059803
14637,C,268,105,273,215.3333333,197.7777778,228.7037037,213.9382716,213.473251,218.7050754,215.3721994,215.8501753,216.6424834,215.9549527,216.1492038,216.2488799,216.1176788
12948,C,183,279,153,205,212.3333333,190.1111111,202.4814815,201.6419753,198.0781893,200.733882,200.1513489,199.6544734,200.1799014,199.9952412,199.9432054,200.0394493
12116,C,219,402,402,341,381.6666667,374.8888889,365.8518519,374.1358025,371.6255144,370.5377229,372.0996799,371.4209724,371.3527917,371.6244814,371.4660818,371.4811183
11490,C,125,46,313,161.3333333,173.4444444,215.9259259,183.5679012,190.9794239,196.824417,190.4572474,192.7536961,193.3451202,192.1853545,192.7613903,192.763955,192.5702333
12936,C,442,429,37,302.6666667,256.2222222,198.6296296,252.5061728,235.7860082,228.9739369,239.088706,234.616217,234.2262866,235.9770699,234.9398579,235.0477381,235.3215553
11798,C,215,101,127,147.6666667,125.2222222,133.2962963,135.3950617,131.3045267,133.3319616,133.34385,132.6601128,133.1119748,133.0386459,132.9369112,133.0291773,133.0015781
12766,C,295,36,287,206,176.3333333,223.1111111,201.8148148,200.4197531,208.4485597,203.5610425,204.1431184,205.3842402,204.3628004,204.630053,204.7923645,204.5950726
11781,C,274,283,70,209,187.3333333,155.4444444,183.9259259,175.5679012,171.6460905,177.0466392,174.7535437,174.4820911,175.4274247,174.8876865,174.9324008,175.082504
11827,C,400,437,294,377,369.3333333,346.7777778,364.3703704,360.1604938,357.1028807,360.5445816,359.2693187,358.9722603,359.5953869,359.2789886,359.2822119,359.3855292
12855,C,236,12,238,162,137.3333333,179.1111111,159.4814815,158.6419753,165.744856,161.2894376,161.8920896,162.9754611,162.0523294,162.3066267,162.4448057,162.2679206
12593,C,305,357,228,296.6666667,293.8888889,272.8518519,287.8024691,284.8477366,281.8340192,284.828075,283.8366103,283.4995682,284.0547511,283.7969765,283.7837653,283.8784976
14182,C,355,46,417,272.6666667,245.2222222,311.6296296,276.5061728,277.7860082,288.6406036,280.9775949,282.4680689,284.0287558,282.4914732,282.9960993,283.1721094,282.8865606
12686,C,175,340,22,179,180.3333333,127.1111111,162.1481481,156.5308642,148.5967078,155.7585734,153.6287151,152.6613321,154.0162069,153.435418,153.3709857,153.6075369
11881,C,181,230,486,299,338.3333333,374.4444444,337.2592593,350.0123457,353.9053498,347.0589849,350.3255601,350.4299649,349.2715033,350.0090095,349.9034926,349.7280018
14856,C,218,72,350,213.3333333,211.7777778,258.3703704,227.8271605,232.6584362,239.6186557,233.3680841,235.2150587,236.0672662,234.8834697,235.3885982,235.4464447,235.2395042
11050,C,166,323,344,277.6666667,314.8888889,312.1851852,301.5802469,309.5514403,307.7722908,306.301326,307.8750191,307.316212,307.1641857,307.4518056,307.3107344,307.3089085
14496,C,129,464,107,233.3333333,268.1111111,202.8148148,234.7530864,235.2263374,224.2647462,231.4147234,230.3019357,228.6604684,230.1257092,229.6960378,229.4940718,229.7719396
14181,C,132,233,149,171.3333333,184.4444444,168.2592593,174.6790123,175.7942387,172.9108368,174.4613626,174.3888127,173.9203373,174.2568375,174.1886625,174.1219458,174.1891486
13389,C,496,89,47,210.6666667,115.5555556,124.4074074,150.2098765,130.0576132,134.8916324,138.386374,134.4452065,135.9077376,136.2464394,135.5331279,135.8957683,135.8917785
14285,C,403,318,188,303,269.6666667,253.5555556,275.4074074,266.2098765,265.0576132,268.8916324,266.7197074,266.889651,267.5003302,267.0365629,267.1421814,267.2263581
11880,C,86,29,145,86.66666667,86.88888889,106.1851852,93.24691358,95.44032922,98.29080933,95.65935071,96.46349642,96.80455215,96.30913309,96.52572722,96.54647082,96.46044371
11716,C,40,420,470,310,400,393.3333333,367.7777778,387.037037,382.7160494,379.1769547,382.9766804,381.6232282,381.2589544,381.9529543,381.6117123,381.6078737
11811,C,76,145,58,93,98.66666667,83.22222222,91.62962963,91.17283951,88.67489712,90.49245542,90.11339735,89.76024996,90.12203424,89.99856052,89.96028157,90.02695878
13764,C,122,237,266,208.3333333,237.1111111,237.1481481,227.5308642,233.9300412,232.8696845,231.4435299,232.7477519,232.3536554,232.1816458,232.4276844,232.3209952,232.3101084
14741,C,291,284,185,253.3333333,240.7777778,226.3703704,240.1604938,235.7695473,234.1001372,236.6767261,235.5154702,235.4307778,235.8743247,235.6068576,235.63732,235.7061674
14133,C,449,115,201,255,190.3333333,215.4444444,220.2592593,208.6790123,214.7942387,214.5775034,212.6835848,214.0184423,213.7598435,213.4872902,213.755192,213.6674419
13706,C,219,290,264,257.6666667,270.5555556,264.0740741,264.0987654,266.2427984,264.8052126,265.0489255,265.3656455,265.0732612,265.1626107,265.2005058,265.1454592,265.1695252
11801,C,415,485,461,453.6666667,466.5555556,460.4074074,460.2098765,462.3909465,461.0027435,461.2011888,461.5316263,461.2451862,461.3260004,461.3676043,461.3129303,461.3355117
13474,C,491,273,17,260.3333333,183.4444444,153.5925926,199.1234568,178.7201646,177.1454047,184.996342,180.2873038,180.8096835,182.0311098,181.042699,181.2944974,181.4561021
13323,C,228,388,144,253.3333333,261.7777778,219.7037037,244.9382716,242.1399177,235.5939643,240.8907179,239.5415333,238.6754052,239.7025521,239.3064969,239.2281514,239.4124001
13890,C,179,132,178,163,157.6666667,166.2222222,162.2962963,162.0617284,163.526749,162.6282579,162.7389118,162.9646395,162.7772697,162.8269403,162.8562832,162.8201644
14342,C,265,291,357,304.3333333,317.4444444,326.2592593,316.0123457,319.9053498,320.7256516,318.8811157,319.8373724,319.8147132,319.5110671,319.7210509,319.6822771,319.6381317
11970,C,381,462,346,396.3333333,401.4444444,381.2592593,393.0123457,391.9053498,388.7256516,391.214449,390.6151501,390.1850836,390.6715609,390.4905982,390.4490809,390.53708
13521,C,430,183,399,337.3333333,306.4444444,347.5925926,330.4567901,328.1646091,335.4046639,331.342021,331.637098,332.7945943,331.9245711,332.1187545,332.2793066,332.1075441
12233,C,363,237,64,221.3333333,174.1111111,153.1481481,182.8641975,170.0411523,168.6844993,173.863283,170.8629782,171.1369202,171.9543938,171.3180974,171.4698038,171.580765
11773,C,351,242,143,245.3333333,210.1111111,199.4814815,218.308642,209.3004115,209.0301783,212.2130773,210.1812224,210.474826,210.9563752,210.5374745,210.6562252,210.7166917
13748,C,486,58,446,330,278,351.3333333,319.7777778,316.3703704,329.1604938,321.7695473,322.4334705,324.4545039,322.8858406,323.2579383,323.5327609,323.2255133
13574,C,199,222,213,211.3333333,215.4444444,213.2592593,213.345679,214.0164609,213.5404664,213.6342021,213.7303765,213.635015,213.6665312,213.6773075,213.6596179,213.6678189
11783,C,383,302,386,357,348.3333333,363.7777778,356.3703704,356.1604938,358.7695473,357.1001372,357.3433928,357.7376924,357.3937408,357.4916087,357.541014,357.4754545
13873,C,415,487,220,374,360.3333333,318.1111111,350.8148148,343.0864198,337.3374486,343.7462277,341.390032,340.8245694,341.986943,341.4005148,341.4040091,341.5971557
14329,C,28,179,455,220.6666667,284.8888889,320.1851852,275.2469136,293.4403292,296.2908093,288.3260174,292.6857186,292.4341818,291.1486393,292.0895132,291.8907781,291.7096435
14117,C,212,57,498,255.6666667,270.2222222,341.2962963,289.0617284,300.1934156,310.1838134,299.8129858,303.3967383,304.4645125,302.5580789,303.4731099,303.4985671,303.1765853
11133,C,83,340,143,188.6666667,223.8888889,185.1851852,199.2469136,202.7736626,195.7352538,199.2519433,199.2536199,198.0802723,198.8619452,198.7319458,198.5580544,198.7173151
12228,C,465,14,407,295.3333333,238.7777778,313.7037037,282.6049383,278.3621399,291.5569273,284.1746685,284.6979119,286.8098359,285.2274721,285.5784066,285.8719049,285.5592612
13719,C,383,315,476,391.3333333,394.1111111,420.4814815,401.9753086,405.5226337,409.3264746,405.608139,406.8190825,407.251232,406.5594845,406.8765997,406.8957721,406.7772854
13307,C,441,467,327,411.6666667,401.8888889,380.1851852,397.9135802,393.3292181,390.4759945,393.9062643,392.5704923,392.3175837,392.9314468,392.6065076,392.6185127,392.7188223
12176,C,399,272,437,369.3333333,359.4444444,388.5925926,372.4567901,373.4979424,378.1824417,374.7123914,375.4642585,376.1196972,375.4321157,375.6720238,375.7412789,375.6151395
12629,C,146,385,485,338.6666667,402.8888889,408.8518519,383.4691358,398.4032922,396.9080933,392.9268404,396.0794086,395.3047808,394.7703433,395.3848442,395.1533228,395.1028368
14031,C,147,221,252,206.6666667,226.5555556,228.4074074,220.5432099,225.1687243,224.7064472,223.4727938,224.4493217,224.2095209,224.0438788,224.2342405,224.1625467,224.1468887
14764,C,57,127,229,137.6666667,164.5555556,177.0740741,159.7654321,167.1316872,167.9903978,164.9625057,166.6948636,166.5492557,166.068875,166.4376648,166.3519318,166.2861572
12063,C,66,141,181,129.3333333,150.4444444,153.5925926,144.4567901,149.4979424,149.1824417,147.7123914,148.7975918,148.5641416,148.3580416,148.5732584,148.4984805,148.4765935
11201,C,404,106,70,193.3333333,123.1111111,128.8148148,148.4197531,133.4485597,136.8943759,139.5875629,136.6434995,137.7084794,137.9798472,137.443942,137.7107562,137.7115152
12178,C,152,404,219,258.3333333,293.7777778,257.037037,269.7160494,273.5102881,266.7544582,269.9935985,270.0861149,268.9447239,269.6748124,269.5685504,269.3960289,269.5464639
13536,C,52,291,141,161.3333333,197.7777778,166.7037037,175.2716049,179.9176955,173.9643347,176.384545,176.7555251,175.7014683,176.2805128,176.2458354,176.0759388,176.2007623
11396,C,214,237,236,229,234,233,232,233,232.6666667,232.5555556,232.7407407,232.654321,232.6502058,232.6817558,232.6620942,232.6646853
11045,C,390,178,26,198,134,119.3333333,150.4444444,134.5925926,134.7901235,139.9423868,136.441701,137.0580704,137.8140527,137.104608,137.3255771,137.4147459
13738,C,377,235,79,230.3333333,181.4444444,163.5925926,191.7901235,178.9423868,178.1083676,182.9469593,179.9992379,180.3515216,181.0992396,180.4833331,180.6446981,180.7424236
12389,C,401,199,112,237.3333333,182.7777778,177.3703704,199.1604938,186.436214,187.6556927,191.0841335,188.3920134,189.0439466,189.5066978,188.9808859,189.1771768,189.2215868
11783,C,106,58,369,177.6666667,201.5555556,249.4074074,209.5432099,220.1687243,226.3731139,218.695016,221.745618,222.2712493,220.9039611,221.6402762,221.6051622,221.3831332
12959,C,406,138,298,280.6666667,238.8888889,272.5185185,264.0246914,258.4773663,265.0068587,262.5029721,261.9957324,263.1685211,262.5557418,262.5733318,262.7658649,262.6316462
14125,C,493,248,187,309.3333333,248.1111111,248.1481481,268.5308642,254.9300412,257.2030178,260.2213077,257.4514556,258.291927,258.6548968,258.1327598,258.3598612,258.3825059
11396,C,169,488,445,367.3333333,433.4444444,415.2592593,405.345679,418.0164609,412.8737997,412.0786465,414.3229691,413.0918051,413.1644736,413.5264159,413.2608982,413.3172626
14879,C,402,249,185,278.6666667,237.5555556,233.7407407,249.9876543,240.4279835,241.3854595,243.9336991,241.9157141,242.4116242,242.7536791,242.3603392,242.5085475,242.5408553
13074,C,378,338,244,320,300.6666667,288.2222222,302.962963,297.2839506,296.1563786,298.8010974,297.4138089,297.457095,297.8906671,297.5871903,297.6449841,297.7076138
12974,C,259,405,156,273.3333333,278.1111111,235.8148148,262.4197531,258.781893,252.3388203,257.8468221,256.3225118,255.5027181,256.5573507,256.1275269,256.0625319,256.2491365
12052,C,361,318,409,362.6666667,363.2222222,378.2962963,368.0617284,369.8600823,372.0727023,369.998171,370.6436519,370.9048417,370.5155549,370.6880162,370.7028043,370.6354584
12525,C,228,39,351,206,198.6666667,251.8888889,218.8518519,223.1358025,231.2921811,224.4266118,226.2848651,227.3345527,226.0153432,226.5449203,226.6316054,226.3972896
11355,C,327,172,43,180.6666667,131.8888889,118.5185185,143.691358,131.3662551,131.1920439,135.4165524,132.6582838,133.08896,133.7212654,133.1561697,133.3221317,133.3998556
13077,C,461,93,211,255,186.3333333,217.4444444,219.5925926,207.7901235,214.9423868,214.1083676,212.2802926,213.7770157,213.3885587,213.1486223,213.4380656,213.3250822
14388,C,132,396,174,234,268,225.3333333,242.4444444,245.2592593,237.6790123,241.7942387,241.5775034,240.3502515,241.2406645,241.0561398,240.8823519,241.0597188
11664,C,208,444,351,334.3333333,376.4444444,353.9259259,354.9012346,361.7572016,356.861454,357.8399634,358.8195397,357.8403191,358.1666074,358.2754887,358.0941384,358.1787448
11595,C,194,150,392,245.3333333,262.4444444,299.9259259,269.2345679,277.2016461,282.1207133,276.1856424,278.5026673,278.936341,277.8748836,278.437964,278.4163962,278.2430812
12426,C,34,39,393,155.3333333,195.7777778,248.037037,199.7160494,214.5102881,220.7544582,211.6602652,215.6416705,216.0187979,214.4402445,215.3669043,215.2753156,215.0274882
